"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0099240","CC","GO:0099240","intrinsic component of synaptic membrane","23/1051","243/21336",0.00214285498193324,0.0243464800074969,0.0201567545892937,"Lrrc4b/Drd4/Dagla/Kcna2/Nlgn2/Slc16a3/Adra1a/Grm7/Cacna1e/Nlgn1/Drd1/Chrnb1/Ptprz1/Psen2/Marcksl1/Gabbr2/Pcdh8/Adcy1/Kcna3/Kcnd2/Lrrtm1/Shisa6/Gabra5",23
"GO:0042641","CC","GO:0042641","actomyosin","12/1051","95/21336",0.0024144729700785,0.0260565295149778,0.0215725259142336,"Myh14/Acta2/Acta1/Myh11/Synpo/Tpm4/Bag3/Myl9/Cnn2/Fblim1/Mlph/Pdlim4",12
"GO:0016323","CC","GO:0016323","basolateral plasma membrane","24/1051","260/21336",0.0024209874158106,0.0260565295149778,0.0215725259142336,"Car2/Ldlr/Tgfa/Ace/Ndrg4/Itga3/Slc7a8/Slc16a3/Slc29a4/Frmpd2/Pdpn/Cd44/Atp7b/Cdh1/Erbb3/Ezr/Mlc1/Trf/Rapgef3/Myo1d/Slc16a10/Slc47a1/Slc40a1/Slco2b1",24
"GO:1990351","CC","GO:1990351","transporter complex","28/1051","320/21336",0.00243974995458594,0.0260565295149778,0.0215725259142336,"Pde4d/Cacna1g/Scn4a/Ttyh1/Cnga1/Ttyh2/Cacna1s/Kcna2/Cacna1b/Kcnip2/Cacna1e/Nlgn1/Gabrb1/Chrnb1/Olfm2/Dpp10/Clic6/Atp1b3/Kcna3/Mcub/Kcnd2/Trpc7/Shisa6/Kcnj2/Atp1a2/Gabra5/Clic3/Chrnb4",28
"GO:0005884","CC","GO:0005884","actin filament","15/1051","136/21336",0.00290512268210974,0.0304183433773844,0.0251837260368647,"Pls1/Dbn1/Myo18b/Gas7/Mical2/Acta1/Tpm4/Pls3/Tmod3/Ezr/Espn/Pstpip2/Avil/Anxa1/Pdlim4",15
"GO:0031528","CC","GO:0031528","microvillus membrane","5/1051","21/21336",0.00301902164165431,0.0310030299354501,0.0256677953339031,"Adcy6/Slc7a8/Pdpn/Ezr/Slc9a3r1",5
"GO:0034702","CC","GO:0034702","ion channel complex","26/1051","296/21336",0.00324139104788422,0.032658543765475,0.0270384158909905,"Pde4d/Cacna1g/Scn4a/Ttyh1/Cnga1/Ttyh2/Cacna1s/Kcna2/Cacna1b/Kcnip2/Cacna1e/Nlgn1/Gabrb1/Chrnb1/Olfm2/Dpp10/Clic6/Kcna3/Mcub/Kcnd2/Trpc7/Shisa6/Kcnj2/Gabra5/Clic3/Chrnb4",26
"GO:0043197","CC","GO:0043197","dendritic spine","19/1051","195/21336",0.00363563337915727,0.0359523745272219,0.0297654194784806,"Drd4/Dbn1/Cacna1s/Grid2ip/Nlgn1/Cryab/Synpo/Rph3a/Drd1/Arc/Ptprz1/Slc1a1/Ppp1r1b/Asic1/Kcnd2/Kcnj2/Atp1a2/Hpca/Pdlim4",19
"GO:0005604","CC","GO:0005604","basement membrane","13/1051","114/21336",0.00403461294725794,0.0391724238879226,0.0324313385234131,"Efemp1/Ush2a/Timp3/Col4a1/Col4a3/Trf/Nid1/Adamts1/Loxl2/Col17a1/Ntn3/Hmcn2/Pmp22",13
"GO:0030016","CC","GO:0030016","myofibril","20/1051","212/21336",0.00418131353899687,0.039871811246863,0.0330103700447121,"Mef2c/Nrap/Cacna1s/Ahnak/Adra1a/Myo18b/Acta1/Cryab/Synpo/Tnnt1/Psen2/Bag3/Ablim2/Tmod3/Myl9/Nos1/Klhl41/Myoz1/Anxa5/Pdlim4",20
"GO:0005797","CC","GO:0005797","Golgi medial cisterna","5/1051","23/21336",0.00460072089303756,0.04123435346856,0.0341384357516168,"H2-Q6/H2-Q4/H2-D1/H2-K1/H2-Q7",5
"GO:0030670","CC","GO:0030670","phagocytic vesicle membrane","5/1051","23/21336",0.00460072089303756,0.04123435346856,0.0341384357516168,"H2-D1/H2-K1/B2m/H2-Q7/Tap1",5
"GO:0016459","CC","GO:0016459","myosin complex","8/1051","54/21336",0.00468153237164432,0.04123435346856,0.0341384357516168,"Myh14/Myo18b/Myh11/Myl9/Cgnl1/Myo1d/Bmf/Mlph",8
"GO:0016324","CC","GO:0016324","apical plasma membrane","29/1051","351/21336",0.00470019898115902,0.04123435346856,0.0341384357516168,"Slc7a8/Slc16a3/Ush2a/Slc29a4/Anxa6/Osmr/Gnat1/Psen2/Pdpn/Cd44/Erbb3/Ddr2/Slc1a1/Dll1/Ezr/Shroom2/Mlc1/Gnat3/Trf/Slc26a4/Slc4a5/Slc5a8/Thy1/Gja1/Muc1/Anxa1/Slc47a1/Slc9a3r1/Slco2b1",29
"GO:0044309","CC","GO:0044309","neuron spine","19/1051","200/21336",0.00478750920421484,0.04123435346856,0.0341384357516168,"Drd4/Dbn1/Cacna1s/Grid2ip/Nlgn1/Cryab/Synpo/Rph3a/Drd1/Arc/Ptprz1/Slc1a1/Ppp1r1b/Asic1/Kcnd2/Kcnj2/Atp1a2/Hpca/Pdlim4",19
"GO:0098862","CC","GO:0098862","cluster of actin-based cell projections","19/1051","200/21336",0.00478750920421484,0.04123435346856,0.0341384357516168,"Triobp/Dock4/Pls1/Myh14/Ace/Ush2a/Myh11/Pls3/Npc1l1/Mme/Ezr/Slc7a11/Rapgef3/Myo1d/Espn/Slc26a4/Slc5a8/Zswim6/Slc9a3r1",19
"GO:0030017","CC","GO:0030017","sarcomere","18/1051","188/21336",0.00547765209770422,0.0464296225424453,0.0384396638435384,"Mef2c/Nrap/Cacna1s/Adra1a/Myo18b/Acta1/Cryab/Synpo/Tnnt1/Psen2/Bag3/Tmod3/Myl9/Nos1/Klhl41/Myoz1/Anxa5/Pdlim4",18
"GO:0005539","MF","GO:0005539","glycosaminoglycan binding","29/1018","213/20722",6.57644468713659e-07,0.000503730792356319,0.000439411557058085,"Fgf2/Slit3/Bmp7/Cfh/Ncan/Anxa6/Serpine2/Nav2/Slit1/Cd44/Pcolce/Prelp/Cxcl10/Apoh/Ccn1/Adamts5/Dcn/Stab1/Adamts1/Sfrp1/Ccn2/Ccl2/Bmp4/Rpl29/Fstl1/Apoe/Sgsh/Hapln4/Crispld2",29
"GO:0005044","MF","GO:0005044","scavenger receptor activity","12/1018","46/20722",1.52927443188152e-06,0.000503730792356319,0.000439411557058085,"Lgals3bp/Cfi/Endou/Susd2/Enpp2/Stab1/Tinagl1/Loxl2/Ackr4/Sbspon/Ackr3/Megf10",12
"GO:0003779","MF","GO:0003779","actin binding","45/1018","434/20722",1.98406111877204e-06,0.000503730792356319,0.000439411557058085,"Tagln3/Triobp/Mtss2/Nrap/Pls1/Myh14/Dbn1/Ace/Nf2/Map1a/Phactr2/Tmsb10/Tulp1/Ppp1r18/Vash2/Gas7/Panx1/Emd/Mical2/Tns1/Myh11/Synpo/Tpm4/Parvb/Anxa6/Pls3/Arc/Ablim2/Antxr1/Marcksl1/Rusc1/Tmod3/Ezr/Shroom2/Cnn2/Myo1d/Espn/Flnc/Pstpip2/Avil/Myoz1/Ajuba/Hpca/Mlph/Pdlim4",45
"GO:0042578","MF","GO:0042578","phosphoric ester hydrolase activity","39/1018","356/20722",2.53276615251726e-06,0.000503730792356319,0.000439411557058085,"Alpl/Pde4d/Mtmr10/Pld3/Dusp3/Eya2/Pde6g/Pde7b/Noct/Fan1/Ptprr/Pde4a/Nt5dc2/Plcd1/Dusp4/Ptprt/Pfkfb3/Ptprz1/Mpped2/Enpp2/Cdc25c/Hmox1/Pde6b/Plcd3/Dusp6/Dusp15/Ptprb/Eya4/Pde3a/Gnb1/Ephx2/Ptpn14/Pde6a/Ptpn3/Plppr1/Pde10a/Ppm1n/Cdc25a/Ublcp1",39
"GO:0008081","MF","GO:0008081","phosphoric diester hydrolase activity","16/1018","84/20722",2.80161731010189e-06,0.000503730792356319,0.000439411557058085,"Pde4d/Pld3/Pde6g/Pde7b/Fan1/Pde4a/Plcd1/Mpped2/Enpp2/Hmox1/Pde6b/Plcd3/Pde3a/Gnb1/Pde6a/Pde10a",16
"GO:0005518","MF","GO:0005518","collagen binding","14/1018","71/20722",7.63393356440758e-06,0.000990329339790463,0.00086387841243943,"Map1a/Itga3/Ush2a/Antxr1/Serpinh1/Pcolce/Ddr2/Coch/Dcn/Podn/Nid1/Ccbe1/Col6a2/Ctss",14
"GO:0008201","MF","GO:0008201","heparin binding","22/1018","156/20722",8.08443380028773e-06,0.000990329339790463,0.00086387841243943,"Fgf2/Slit3/Bmp7/Cfh/Serpine2/Nav2/Slit1/Pcolce/Prelp/Cxcl10/Apoh/Ccn1/Adamts5/Adamts1/Sfrp1/Ccn2/Ccl2/Bmp4/Rpl29/Fstl1/Apoe/Crispld2",22
"GO:0030881","MF","GO:0030881","beta-2-microglobulin binding","6/1018","12/20722",9.91430929712366e-06,0.000990329339790463,0.00086387841243943,"H2-Q6/H2-Q4/H2-D1/H2-K1/H2-Q7/Hfe",6
"GO:0046977","MF","GO:0046977","TAP binding","6/1018","12/20722",9.91430929712366e-06,0.000990329339790463,0.00086387841243943,"H2-Q6/H2-Q4/H2-D1/H2-K1/H2-Q7/Tap1",6
"GO:0004114","MF","GO:0004114","3',5'-cyclic-nucleotide phosphodiesterase activity","8/1018","25/20722",1.68858189366767e-05,0.00151803512240723,0.00132420369556043,"Pde4d/Pde6g/Pde7b/Pde4a/Pde6b/Pde3a/Pde6a/Pde10a",8
"GO:0004112","MF","GO:0004112","cyclic-nucleotide phosphodiesterase activity","8/1018","27/20722",3.17491355935599e-05,0.00259477026351004,0.00226345512126336,"Pde4d/Pde6g/Pde7b/Pde4a/Pde6b/Pde3a/Pde6a/Pde10a",8
"GO:0005201","MF","GO:0005201","extracellular matrix structural constituent","20/1018","148/20722",3.85543513955341e-05,0.00288836349204877,0.00251956068330464,"Efemp1/Pxdn/Col4a1/Vwa5a/Fbln2/Prelp/Col1a2/Igfbp7/Dcn/Col4a3/Scara3/Sspo/Nid1/Mfge8/Tinagl1/Col17a1/Col24a1/Col6a2/Hmcn2/Mfap4",20
"GO:0038024","MF","GO:0038024","cargo receptor activity","13/1018","76/20722",7.70499376261093e-05,0.00532829953275941,0.00464795170295153,"Ldlr/Lgals3bp/Cfi/Endou/Susd2/Enpp2/Stab1/Tinagl1/Loxl2/Ackr4/Sbspon/Ackr3/Megf10",13
"GO:1901681","MF","GO:1901681","sulfur compound binding","28/1018","260/20722",8.5950580837782e-05,0.00551925515522615,0.0048145250168532,"Fgf2/Slit3/Bmp7/Gstm7/Cfh/Anxa6/Dbi/Serpine2/Nav2/Slit1/Pcolce/Prelp/Cxcl10/Apoh/Gstm1/Ccn1/Adamts5/Adamts1/Gsta4/Sfrp1/Ccn2/Acot11/Ccl2/Bmp4/Rpl29/Fstl1/Apoe/Crispld2",28
"GO:0042610","MF","GO:0042610","CD8 receptor binding","5/1018","11/20722",0.000102114061437792,0.00612003608217164,0.00533859479095822,"H2-Q6/H2-Q4/H2-D1/H2-K1/H2-Q7",5
"GO:0022836","MF","GO:0022836","gated channel activity","32/1018","323/20722",0.000137108365666244,0.00770377629587207,0.00672011397508892,"Cacna1g/Scn4a/Ttyh1/Cnga1/Cngb1/Kcnt2/Ttyh2/Cacna1s/Kcna2/Cacna1b/Kcnh5/Kcnip2/Grm7/Cacna1e/Gabrb1/Kcnk13/Anxa6/Chrnb1/Nmur2/Marcksl1/P2rx5/Asic1/Clic6/Kcnh3/Kcna3/Tmc7/Kcnd2/Kcnj13/Kcnj2/Gabra5/Clic3/Chrnb4",32
"GO:0051015","MF","GO:0051015","actin filament binding","23/1018","210/20722",0.000278764239714577,0.0141300217174067,0.0123258195415584,"Tagln3/Triobp/Nrap/Pls1/Myh14/Dbn1/Tulp1/Gas7/Panx1/Myh11/Tpm4/Anxa6/Pls3/Ablim2/Antxr1/Marcksl1/Ezr/Shroom2/Myo1d/Espn/Pstpip2/Avil/Ajuba",23
"GO:0042605","MF","GO:0042605","peptide antigen binding","8/1018","36/20722",0.000291999070531388,0.0141300217174067,0.0123258195415584,"Dhcr24/H2-Q6/H2-Q4/H2-D1/H2-K1/H2-Q7/Tap1/H2-M5",8
"GO:0019838","MF","GO:0019838","growth factor binding","18/1018","146/20722",0.000298632272114267,0.0141300217174067,0.0123258195415584,"Lifr/Igfbp5/A2m/Tsku/Col4a1/Osmr/Ptprz1/Ntrk1/Igfbp4/Erbb3/Crim1/Col1a2/Igfbp7/Htra1/Ccn1/Fstl4/Ccn2/Wfikkn2",18
"GO:0004725","MF","GO:0004725","protein tyrosine phosphatase activity","14/1018","99/20722",0.000336214515563473,0.0151128424745781,0.013183148110252,"Dusp3/Eya2/Ptprr/Dusp4/Ptprt/Ptprz1/Cdc25c/Dusp6/Dusp15/Ptprb/Eya4/Ptpn14/Ptpn3/Cdc25a",14
"GO:0050839","MF","GO:0050839","cell adhesion molecule binding","28/1018","284/20722",0.000378265688444833,0.0159297584652651,0.0138957555841257,"Fgf2/Igsf9/Nf2/Dchs1/Nlgn2/Itga3/Nectin2/Icam1/Ptprt/Nlgn1/L1cam/Jam2/Ptprz1/Ndrg1/S1pr3/Cdh1/Ptprb/Ccn1/Col4a3/Ezr/Dscam/F11r/Mmp14/Mfge8/Prtg/Ccn2/Thy1/Itgb7",28
"GO:0015271","MF","GO:0015271","outward rectifier potassium channel activity","5/1018","14/20722",0.000390996727399187,0.0159297584652651,0.0138957555841257,"Kcnt2/Kcna2/Kcnip2/Kcna3/Kcnd2",5
"GO:0005520","MF","GO:0005520","insulin-like growth factor binding","7/1018","29/20722",0.000407546657064625,0.0159297584652651,0.0138957555841257,"Igfbp5/Igfbp4/Crim1/Igfbp7/Htra1/Ccn1/Ccn2",7
"GO:0004714","MF","GO:0004714","transmembrane receptor protein tyrosine kinase activity","10/1018","58/20722",0.000476145625559552,0.0178356215574182,0.015558267150959,"Efemp1/Epha8/Ntrk1/Insrr/Erbb3/Ddr2/Tyro3/Epha3/Axl/Epha2",10
"GO:0046873","MF","GO:0046873","metal ion transmembrane transporter activity","37/1018","426/20722",0.000593008225462109,0.0213245757876174,0.0186017317039693,"Slc39a10/Cacna1g/Slc24a1/Scn4a/Kcnt2/Cacna1s/Kcna2/Cacna1b/Slc6a17/Kcnh5/Panx1/Kcnip2/Mmgt2/Grm7/Cacna1e/Kcnk13/Anxa6/Nipal2/Slc30a10/Marcksl1/Atp7b/Slc12a4/Slc1a1/Asic1/Kcnh3/Trf/Atp1b3/Kcna3/Slc4a5/Kcnd2/Slc5a8/Trpc7/Kcnj13/Kcnj2/Slc40a1/Atp1a2/Anxa5",37
"GO:0051287","MF","GO:0051287","NAD binding","10/1018","62/20722",0.000821776439772752,0.0275827157424046,0.0240607964733814,"Nudt6/Aldh1a1/Cryl1/Aldh2/Grhpr/Idh2/Parp14/Hadh/Bdh2/Aox1",10
"GO:0005089","MF","GO:0005089","Rho guanyl-nucleotide exchange factor activity","11/1018","73/20722",0.000828401918848636,0.0275827157424046,0.0240607964733814,"Plekhg5/Dock4/Kalrn/Ngef/Fgd5/Arhgef28/Arhgef37/Spata13/Plekhg1/Prex2/Arhgef10",11
"GO:0001848","MF","GO:0001848","complement binding","6/1018","24/20722",0.000869148329717475,0.0279058695862861,0.0243426881819368,"Cfh/C4b/Ptx3/Serping1/Cr2/Megf10",6
"GO:0005216","MF","GO:0005216","ion channel activity","36/1018","421/20722",0.00092484969745908,0.0281595681615981,0.0245639930687789,"Cacna1g/Slc24a1/Scn4a/Ttyh1/Cnga1/Cngb1/Kcnt2/Ttyh2/Cacna1s/Kcna2/Cacna1b/Kcnh5/Panx1/Kcnip2/Grm7/Cacna1e/Gabrb1/Kcnk13/Anxa6/Chrnb1/Nmur2/Marcksl1/Tmem266/P2rx5/Asic1/Clic6/Kcnh3/Kcna3/Tmc7/Kcnd2/Trpc7/Kcnj13/Kcnj2/Gabra5/Clic3/Chrnb4",36
"GO:0019956","MF","GO:0019956","chemokine binding","7/1018","33/20722",0.000939696379141205,0.0281595681615981,0.0245639930687789,"Fgf2/A2m/Pdpn/Ccr9/Zfp36/Ackr4/Ackr3",7
"GO:0005178","MF","GO:0005178","integrin binding","16/1018","136/20722",0.00105610457576574,0.0300153478743093,0.0261828161891697,"Fgf2/Nf2/Itga3/Icam1/L1cam/Jam2/Ptprz1/S1pr3/Ccn1/Col4a3/F11r/Mmp14/Mfge8/Ccn2/Thy1/Itgb7",16
"GO:0042608","MF","GO:0042608","T cell receptor binding","5/1018","17/20722",0.00106839947939699,0.0300153478743093,0.0261828161891697,"H2-Q6/H2-Q4/H2-D1/H2-K1/H2-Q7",5
"GO:0015267","MF","GO:0015267","channel activity","38/1018","461/20722",0.00132848114694101,0.0343499834422276,0.029963980638674,"Cacna1g/Slc24a1/Scn4a/Ttyh1/Cnga1/Cngb1/Kcnt2/Ttyh2/Cacna1s/Kcna2/Cacna1b/Kcnh5/Panx1/Kcnip2/Grm7/Cacna1e/Gabrb1/Kcnk13/Anxa6/Chrnb1/Nmur2/Marcksl1/Tmem266/P2rx5/Asic1/Clic6/Kcnh3/Kcna3/Tmc7/Kcnd2/Gja3/Trpc7/Kcnj13/Gja1/Kcnj2/Gabra5/Clic3/Chrnb4",38
"GO:0022803","MF","GO:0022803","passive transmembrane transporter activity","38/1018","461/20722",0.00132848114694101,0.0343499834422276,0.029963980638674,"Cacna1g/Slc24a1/Scn4a/Ttyh1/Cnga1/Cngb1/Kcnt2/Ttyh2/Cacna1s/Kcna2/Cacna1b/Kcnh5/Panx1/Kcnip2/Grm7/Cacna1e/Gabrb1/Kcnk13/Anxa6/Chrnb1/Nmur2/Marcksl1/Tmem266/P2rx5/Asic1/Clic6/Kcnh3/Kcna3/Tmc7/Kcnd2/Gja3/Trpc7/Kcnj13/Gja1/Kcnj2/Gabra5/Clic3/Chrnb4",38
"GO:0042277","MF","GO:0042277","peptide binding","28/1018","308/20722",0.00133731859897438,0.0343499834422276,0.029963980638674,"Plod1/Dhcr24/Ldlr/Ace/H2-Q6/Gstm7/Rxra/Cryab/H2-Q4/H2-D1/H2-K1/Nmur2/H2-Q7/Mme/Inhba/Gstm1/Gpr22/Gsta4/Glp2r/Cd74/Fzd5/Slc40a1/Vipr1/Tubb3/Tap1/Apoe/H2-M5/Anxa5",28
"GO:0031418","MF","GO:0031418","L-ascorbic acid binding","5/1018","19/20722",0.00184979382330221,0.0461934624207969,0.0402952163263201,"Plod1/Ogfod2/Dbh/P4ha2/Plod2",5
"GO:0030247","MF","GO:0030247","polysaccharide binding","6/1018","28/20722",0.00205679024394306,0.0499744440352652,0.0435934205330748,"Endou/Susd2/Enpp2/Ptx3/Tinagl1/Sbspon",6
